,PA01H:PM25,RN6:PM25,RUR_N:PM25,RUR-SE:PM25,GON:PM25,RUR_S:PM25,BP_EST:PM25,VITRY:PM25,A1:PM25,AUT:PM25,GEN:PM25,RAMBO:PM25,BOB:PM25,OBJECTID
,PARIS 1er Les Halles,Route Nationale 6 - MELUN,Zone rurale Nord - Saint-Martin-du-Tertre,Zone rurale Sud-Est - Forêt de Fontainebleau,GONESSE,Zone Rurale Sud - Bois Herpin,Boulevard Périphérique Est,VITRY-SUR-SEINE,Autoroute A1 - Saint-Denis,Boulevard Péripherique Auteuil,GENNEVILLIERS,Rambouillet,BOBIGNY,0
,PA01H,RN6,RUR_N,RUR-SE,GON,RUR_S,BP_EST,VITRY,A1,AUT,GEN,RAMBO,BOB,1
,"PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules",2
,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,3
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,4
2020/12/24 07:00:00+00,1.300000,3.500000,0,0.400000,3.500000,2.600000,10.600000,2.400000,19.500000,15.800000,1.600000,0,6.100000,8603
2020/12/24 08:00:00+00,3.200000,8.300000,0.800000,0,1.100000,1.100000,9,,12.900000,14.700000,2.600000,2.900000,8.400000,8604
2020/12/24 09:00:00+00,2.700000,5.400000,2,0,3,1.100000,7.600000,3.600000,19.300000,12,3.900000,4,5.300000,8605
2020/12/24 10:00:00+00,5.100000,7.900000,3.500000,0,3.900000,,5.500000,6.400000,13.300000,12,2.700000,0,5.600000,8606
2020/12/24 11:00:00+00,5.300000,6.300000,2.600000,0,4.700000,5.800000,8.100000,5,10.400000,13.100000,3.400000,0,6.700000,8607
2020/12/24 12:00:00+00,5.500000,6.700000,3.800000,0.100000,4.300000,5.200000,6,5.400000,9.200000,9.900000,2.200000,3.400000,6.800000,8608
2020/12/24 13:00:00+00,3,5,6.600000,3.200000,4.800000,5.600000,7.600000,3.900000,10.900000,16.300000,2.500000,4.600000,3.900000,8609
2020/12/24 14:00:00+00,1.600000,4.200000,4.900000,3.800000,4.500000,3.100000,6.100000,4.800000,12.700000,13.900000,3.500000,5.200000,5.100000,8610
2020/12/24 15:00:00+00,5.400000,3.500000,2.700000,2.900000,3.400000,3.900000,9.600000,4.900000,13.400000,12.600000,4.100000,4.200000,8.300000,8611
2020/12/24 16:00:00+00,5.400000,6.900000,2.800000,4.300000,3,5.200000,8.400000,4.800000,9.700000,12.900000,3.600000,12.200000,6.100000,8612
2020/12/24 17:00:00+00,3.700000,7.800000,8,2,7.500000,6.200000,8,6,10,13.700000,4.700000,7,7.500000,8613
2020/12/24 18:00:00+00,5.400000,11.800000,6.100000,0.100000,5.500000,5,13.300000,6.700000,13.500000,19.600000,4.800000,2,5.800000,8614
2020/12/24 19:00:00+00,6.600000,10.200000,5.600000,2.700000,7.700000,4.300000,12.700000,8.300000,19.500000,18.400000,6.600000,10.500000,7.700000,8615
2020/12/24 20:00:00+00,8.400000,7.100000,5,3.500000,5.800000,4.900000,12.200000,6.800000,13.500000,14.300000,7.300000,7.200000,8.500000,8616
2020/12/24 21:00:00+00,7.900000,7.800000,5.800000,6.200000,3.500000,6,8.100000,4,8.300000,7.600000,2.200000,7.800000,6.600000,8617
2020/12/24 22:00:00+00,3.400000,4.900000,6.700000,7.600000,2.400000,5.200000,6.400000,2,6.500000,5.200000,3.200000,5.500000,7.100000,8618
2020/12/24 23:00:00+00,4.500000,5.500000,6.900000,4.500000,2.800000,3,5.500000,5,12.800000,6.700000,4.600000,7.300000,7.300000,8619
2020/12/25 00:00:00+00,5.500000,5.400000,9.100000,5.500000,5.200000,3.100000,8.700000,3.900000,12,8.200000,5.900000,6.600000,,8620
2020/12/25 01:00:00+00,5.400000,4.200000,6.500000,3.900000,4.700000,7.100000,5.600000,5.200000,6.600000,9.800000,4.100000,3.200000,,8621
2020/12/25 02:00:00+00,2.600000,5.300000,4.900000,0.500000,4.200000,4.700000,5.700000,4.400000,5.200000,9.100000,2.500000,2.600000,,8622
2020/12/25 03:00:00+00,3.600000,7.100000,3.200000,3.100000,4.600000,8.200000,11.600000,7.800000,7.700000,14.700000,3.600000,5.600000,3.700000,8623
2020/12/25 04:00:00+00,5.500000,5.500000,2.500000,4,4.800000,6.900000,10,7.100000,9.400000,8.500000,4.500000,5.300000,5,8624
2020/12/25 05:00:00+00,5.600000,4.500000,3.100000,5.700000,4,5.400000,7.800000,8.400000,7.300000,4.700000,3.800000,4.800000,7.400000,8625
2020/12/25 06:00:00+00,5.400000,1,3.500000,5,2.300000,2.800000,9.200000,7.400000,8.100000,9.300000,3.500000,5.400000,5.700000,8626
2020/12/25 07:00:00+00,2.700000,3.200000,3.300000,1.900000,8.600000,1.700000,7.600000,3.600000,4.500000,6.400000,2.100000,5.700000,2.600000,8627
2020/12/25 08:00:00+00,1.800000,3.900000,2.300000,2.700000,6.200000,2.200000,3.100000,1.800000,8,6.500000,2.100000,7.800000,1.100000,8628
2020/12/25 09:00:00+00,1.900000,4.200000,1.400000,3.300000,4.500000,,7.900000,5.400000,5.600000,6.100000,2.800000,4.200000,3.200000,8629
2020/12/25 10:00:00+00,3.700000,5.600000,5.700000,3.800000,4.900000,,6.500000,4.800000,6.600000,6.300000,3.100000,5.300000,5.200000,8630
2020/12/25 11:00:00+00,2.800000,4.100000,4.700000,5.500000,2.600000,4.800000,7.500000,7.100000,8,12.600000,3.800000,5.100000,6.900000,8631
2020/12/25 12:00:00+00,3.900000,3,4.800000,3.700000,0.500000,5.100000,,6.400000,8.200000,11.900000,3.500000,3.600000,5.300000,8632
2020/12/25 13:00:00+00,3.900000,7.700000,1,3.300000,1.400000,6.500000,8,4.800000,13.100000,8,3.200000,3.800000,7.700000,8633
2020/12/25 14:00:00+00,4.700000,6.600000,3.800000,2.900000,5.500000,4.800000,3.100000,5.800000,9.300000,12.800000,3.100000,5.800000,5.500000,8634
2020/12/25 15:00:00+00,4.200000,5.800000,7.400000,4.500000,4.800000,3.200000,4.600000,5.700000,9.500000,9,4.100000,3.500000,4,8635
2020/12/25 16:00:00+00,5.300000,9,7.100000,3.800000,6.600000,3.200000,8,5.200000,9.400000,15.200000,6.700000,1.900000,7.900000,8636
2020/12/25 17:00:00+00,5.600000,5.600000,8,2.800000,8.400000,3.800000,10.400000,5.500000,12.900000,11.300000,6.800000,1.800000,9.500000,8637
2020/12/25 18:00:00+00,6.400000,11.900000,7.800000,4.700000,6.400000,5.400000,7.900000,8.200000,13.900000,10.500000,8.700000,5.700000,9.100000,8638
2020/12/25 19:00:00+00,8.500000,11.300000,5.200000,8.600000,5.300000,5.900000,10,8.400000,17.800000,24.600000,13.500000,8.900000,9.800000,8639
2020/12/25 20:00:00+00,10.300000,16.300000,9,6,8.400000,10.300000,10.400000,8.400000,16.800000,25.400000,14.400000,16,14.600000,8640
2020/12/25 21:00:00+00,11.300000,15.200000,10.200000,8.300000,11.400000,9.800000,8.700000,11.600000,13.700000,14.100000,11.800000,12.200000,14.500000,8641
2020/12/25 22:00:00+00,11.500000,18.900000,10.200000,8.900000,10.600000,10.700000,9.800000,10.200000,18.900000,16.700000,17.300000,8.800000,10.100000,8642
2020/12/25 23:00:00+00,9.600000,15.900000,6.500000,9.600000,12.700000,9.900000,10.600000,10.400000,21.800000,16.900000,16.500000,6.100000,8.800000,8643
2020/12/26 00:00:00+00,7.600000,18.800000,7.200000,9.100000,13.600000,7.400000,8.300000,11.200000,18.700000,16,17.300000,8.200000,10.400000,8644
2020/12/26 01:00:00+00,8.700000,17.800000,7.200000,6.700000,8.700000,,11.300000,7.900000,19.100000,11.200000,17.200000,8.400000,12.300000,8645
2020/12/26 02:00:00+00,10.800000,12.100000,8.700000,8.700000,11.500000,6.700000,10.700000,8.800000,8.700000,12,16.500000,9.600000,14.600000,8646
2020/12/26 03:00:00+00,9.200000,14.300000,5.600000,7.300000,8.200000,7.700000,11.300000,10.700000,21.700000,10,17.800000,9.300000,17.100000,8647
2020/12/26 04:00:00+00,8.600000,9.600000,8.600000,4.200000,10.200000,,13.900000,8,22.800000,12,,8.200000,15.800000,8648
2020/12/26 05:00:00+00,7.200000,14,9,9.600000,18.500000,8.500000,16.900000,11,21.500000,20.400000,,6.500000,13.900000,8649
2020/12/26 06:00:00+00,13.100000,13.800000,12.400000,6.400000,15.700000,3.500000,14.400000,13.700000,25,12.100000,,4.600000,10.700000,8650
2020/12/26 07:00:00+00,10.400000,17.500000,8.500000,6.500000,11.400000,2.100000,17.700000,11.900000,23.700000,10.300000,,6.600000,14.300000,8651
2020/12/26 08:00:00+00,7,14.400000,6.900000,7.300000,11.800000,5.900000,22.900000,10.700000,17,13.100000,,,14.100000,8652
2020/12/26 09:00:00+00,7.100000,14.600000,5.400000,12.200000,10.200000,7.100000,26,12.300000,17.200000,11.500000,,7.800000,9.900000,8653
2020/12/26 10:00:00+00,4.400000,15.800000,3.900000,6.900000,8.200000,5.400000,21.600000,8.800000,27.300000,9.400000,,5.200000,9.800000,8654
2020/12/26 11:00:00+00,7.200000,9.400000,4.300000,3.800000,7.800000,5.200000,15.600000,,12.300000,8.800000,,8.100000,9.700000,8655
2020/12/26 12:00:00+00,4,7.300000,4.200000,3.800000,8.800000,6.900000,9.500000,9.100000,13.200000,13.200000,,5.200000,9.700000,8656
2020/12/26 13:00:00+00,4.200000,7.600000,4.400000,2.500000,5.600000,4.400000,15.600000,6.100000,17.300000,,,3.700000,8.100000,8657
2020/12/26 14:00:00+00,3.600000,8.900000,3.900000,4.500000,5.700000,6.200000,9.500000,6.900000,11.200000,16.700000,,4.500000,6.900000,8658
2020/12/26 15:00:00+00,4.300000,10.300000,2.600000,5.200000,8.300000,4,11.900000,10.400000,9.700000,14.600000,,5.200000,8.800000,8659
2020/12/26 16:00:00+00,7,11.500000,3.400000,5,6.400000,,10.400000,9.200000,12.400000,11.400000,,3.400000,6.600000,8660
2020/12/26 17:00:00+00,6.500000,12.300000,3.200000,5.100000,7.200000,10.900000,19.300000,10.100000,15.800000,13.700000,,8.600000,10.100000,8661
2020/12/26 18:00:00+00,8.900000,15.300000,4.600000,8.600000,7.700000,7.800000,15.400000,14.100000,10.900000,15.200000,,6.400000,12.200000,8662
2020/12/26 19:00:00+00,8.900000,11.200000,3.300000,7,10.500000,12.600000,18.400000,12.200000,16.200000,13.500000,,5.800000,12.200000,8663
2020/12/26 20:00:00+00,10.100000,9,5.200000,4.700000,9.500000,7.900000,15.900000,8.800000,15.200000,9.600000,,10.400000,12.800000,8664
2020/12/26 21:00:00+00,11.500000,9,6.100000,5.200000,12.300000,5.600000,14.600000,8.600000,8.700000,15.500000,,8,10.800000,8665
2020/12/26 22:00:00+00,9.200000,10.900000,8.700000,3.300000,8.500000,7.400000,8.100000,7.200000,11.500000,5.900000,,4.700000,9,8666
2020/12/26 23:00:00+00,7.500000,8,7,0.300000,6.200000,5.600000,11.700000,5.900000,14.400000,15.100000,,,7.300000,8667
2020/12/27 00:00:00+00,8.900000,3.600000,7.700000,0,5.100000,3.600000,11,3.900000,7.300000,14,,7.500000,8.900000,8668
2020/12/27 01:00:00+00,5.200000,2.600000,7.200000,1.200000,3.600000,2.400000,8,5.500000,6.600000,8,,4.200000,5.700000,8669
2020/12/27 02:00:00+00,2.100000,4.700000,4.200000,1.600000,5.200000,1.600000,5.400000,3.100000,6,5,,3.100000,4.200000,8670
2020/12/27 03:00:00+00,1.200000,3.300000,3.600000,,4.500000,1.200000,4.700000,4.700000,5.200000,1.500000,,3.200000,2.100000,8671
2020/12/27 04:00:00+00,2.400000,6.200000,4.500000,,4.300000,4.500000,4.700000,5.500000,4.300000,2.800000,,6.400000,5.300000,8672
2020/12/27 05:00:00+00,3.200000,4.300000,7.400000,1.800000,2.900000,,6.100000,4.100000,9.100000,3.700000,,3.300000,5.500000,8673
2020/12/27 06:00:00+00,3.100000,4.100000,7.400000,0.200000,0.700000,,6.100000,2.700000,5.500000,1.600000,,1.400000,3.400000,8674
2020/12/27 07:00:00+00,3.600000,4.300000,5.800000,0,3.100000,,6.800000,4.400000,2.100000,0.700000,,0.300000,2.800000,8675
2020/12/27 08:00:00+00,3.700000,3.200000,5.400000,0,3.300000,,7,1.300000,2,3.600000,,0.800000,2.600000,8676
2020/12/27 09:00:00+00,1.700000,2.200000,,0,0.200000,,5.600000,0,5.900000,2,,0.600000,1.600000,8677
2020/12/27 10:00:00+00,1.200000,1.100000,,0,3.600000,,3.900000,1.200000,4.500000,0.500000,,0,1.100000,8678
2020/12/27 11:00:00+00,3.800000,0,,1.200000,5.200000,,2.300000,0,4.200000,4,,0,3.900000,8679
2020/12/27 12:00:00+00,1.800000,2.600000,,1.200000,3.700000,,1.500000,1.500000,4.400000,3.100000,,0,4.100000,8680
2020/12/27 13:00:00+00,2.200000,2.300000,,0,2.800000,,5.200000,2.900000,4.700000,2.500000,,1.100000,4.200000,8681
2020/12/27 14:00:00+00,2.100000,4.700000,9.400000,,3.800000,,11.600000,2.900000,5.900000,3.300000,,1.200000,3.900000,8682
2020/12/27 15:00:00+00,1.800000,4.200000,8.600000,,4,,9.200000,2.600000,10.100000,6.300000,,1.100000,3.100000,8683
2020/12/27 16:00:00+00,3.200000,7.900000,4.500000,,2.700000,,9.100000,3.800000,6.200000,12.500000,,3.500000,,8684
2020/12/27 17:00:00+00,1.800000,6.600000,4.500000,,1.500000,,17.300000,7.500000,9.400000,14.300000,,2.200000,7.100000,8685
2020/12/27 18:00:00+00,5.800000,6.400000,3.700000,,6,,11.200000,8.600000,10.900000,10.400000,,4.800000,5.500000,8686
2020/12/27 19:00:00+00,1.700000,6,1.500000,,5.700000,,14.500000,6.400000,12.800000,8.500000,,5,,8687
2020/12/27 20:00:00+00,4.100000,4.800000,1.500000,,8.500000,,15.900000,14.800000,14.900000,10,,4.100000,5.400000,8688
2020/12/27 21:00:00+00,5,5.400000,3.600000,2.700000,12.600000,,9.600000,5.500000,16.700000,8.300000,,4.900000,,8689
2020/12/27 22:00:00+00,5.200000,11,4.900000,1.600000,10.200000,,12.800000,4.700000,9.500000,5.800000,,4.700000,5.400000,8690
2020/12/27 23:00:00+00,6.500000,6.300000,4.300000,0.800000,7.500000,,8.900000,6.100000,11.100000,8.600000,,9.600000,6.500000,8691
2020/12/28 00:00:00+00,7.500000,5.200000,3.700000,4.300000,7.300000,,11.700000,8.500000,11.700000,6.200000,,6.900000,5.500000,8692
2020/12/28 01:00:00+00,3.300000,6.400000,2.200000,3.800000,5.600000,,8.600000,6.400000,11.200000,4,,5.500000,5.500000,8693
2020/12/28 02:00:00+00,3.200000,6,0.200000,2.200000,2.600000,,4.600000,7.200000,8.400000,4.900000,4.500000,6.100000,4.300000,8694
2020/12/28 03:00:00+00,3.300000,4.800000,4,0.200000,5.600000,,8,6.800000,9.100000,6.600000,5.200000,6.700000,4.500000,8695
2020/12/28 04:00:00+00,5.700000,3.100000,4.700000,0,6,,9,9.800000,7.100000,8.300000,5.400000,7.100000,5.600000,8696
2020/12/28 05:00:00+00,4.200000,3.600000,3.800000,0.300000,3,,8.100000,7.100000,9.200000,5.100000,4.500000,5,6.800000,8697
2020/12/28 06:00:00+00,4.400000,2.900000,3.900000,1.800000,3.900000,,9.900000,5.900000,10.400000,6.500000,3.100000,3.200000,12.600000,8698
2020/12/28 07:00:00+00,4.100000,3.100000,3.100000,1.800000,4.800000,,10.600000,7.100000,13.800000,8.900000,2.600000,2,9.100000,8699
2020/12/28 08:00:00+00,2.100000,3.500000,1,2.300000,6.600000,,9.100000,5.200000,12.900000,7.900000,2.100000,3.400000,6.100000,8700
2020/12/28 09:00:00+00,3.900000,4.300000,0,3.300000,3.900000,,6.300000,4.300000,15.700000,10.600000,1.200000,4.200000,5.200000,8701
2020/12/28 10:00:00+00,4.100000,3.500000,1.400000,2.500000,4.100000,,10.800000,3.600000,11.300000,8.700000,1.700000,1.100000,3.300000,8702
2020/12/28 11:00:00+00,6.500000,4.400000,3.100000,3.600000,6.900000,,8.500000,7.600000,8.600000,7.400000,2.200000,5.200000,3.100000,8703
2020/12/28 12:00:00+00,4.400000,3.300000,2.500000,3.900000,6.200000,,16.500000,7.800000,18.500000,5.100000,3.600000,4.500000,5.600000,8704
2020/12/28 13:00:00+00,5.900000,3.500000,2.900000,3.700000,5.400000,,14.800000,10.300000,24.100000,6.700000,4.500000,1,5.800000,8705
2020/12/28 14:00:00+00,6.900000,2.700000,3,2.500000,5.900000,,12.600000,8.100000,19.200000,5,4.500000,3,5.700000,8706
2020/12/28 15:00:00+00,2.400000,3.200000,4.400000,0.800000,6.300000,,11.800000,7.200000,11.700000,6.200000,2.500000,3.700000,5.300000,8707
2020/12/28 16:00:00+00,5.100000,4.300000,2.700000,4,8.800000,,13.100000,5,13.400000,5.300000,2.200000,5.900000,4.400000,8708
2020/12/28 17:00:00+00,6.300000,7.400000,1.800000,4,7.600000,,14.500000,6.700000,8.400000,6.800000,2.100000,4.800000,3.900000,8709
2020/12/28 18:00:00+00,7.400000,6.100000,2.900000,,7.400000,,18.400000,8.800000,11,15.100000,3.900000,3.300000,6.800000,8710
2020/12/28 19:00:00+00,8.500000,7.600000,1.900000,4.300000,4.900000,,17.600000,10.100000,21.200000,15.700000,6.400000,4.400000,7.800000,8711
2020/12/28 20:00:00+00,8.700000,8.200000,8.200000,1.700000,7.300000,,10.800000,6.900000,16.900000,10.200000,10.800000,3.700000,18.100000,8712
2020/12/28 21:00:00+00,6,6.900000,9.100000,2.600000,7.900000,,7.800000,7.800000,16.300000,19.600000,8.400000,5.100000,12.700000,8713
2020/12/28 22:00:00+00,7,4.600000,8.800000,3.500000,6,,9.300000,7.200000,14.300000,5.500000,8.600000,4.600000,9.400000,8714
2020/12/28 23:00:00+00,7.300000,3.700000,7.400000,,3.800000,,8.300000,7,10.300000,11,8,7.300000,8.900000,8715
2020/12/29 00:00:00+00,7.400000,6.300000,12,,3.500000,,10.800000,6.900000,13.200000,11,9.600000,4.100000,8.500000,8716
2020/12/29 01:00:00+00,8.300000,9.700000,9.900000,,4.600000,,8.900000,11.300000,14.100000,9.400000,10.500000,5.500000,7.800000,8717
2020/12/29 02:00:00+00,8.900000,8.800000,6.100000,1.300000,8.700000,,12.300000,9.800000,10.200000,12.300000,12.400000,6.300000,9.400000,8718
2020/12/29 03:00:00+00,8.200000,11,10.400000,2.400000,11.600000,,11.400000,10.900000,9.600000,13.100000,11.900000,10.200000,12.100000,8719
2020/12/29 04:00:00+00,9,7.200000,10,2.900000,13.200000,,9.600000,10.400000,,8.700000,9.800000,7.700000,12.200000,8720
2020/12/29 05:00:00+00,7.600000,8.600000,8.400000,4.200000,14.700000,,10.100000,8.300000,,12.700000,10,6.600000,7.200000,8721
2020/12/29 06:00:00+00,6.400000,10.900000,6.700000,2.300000,12.200000,,12.200000,8.900000,,14,7.900000,4.300000,7,8722
2020/12/29 07:00:00+00,3.900000,11.800000,6.400000,2.300000,11.800000,,11.700000,8.900000,,15,5.400000,2.700000,6.500000,8723
2020/12/29 08:00:00+00,5.300000,11.500000,6,5,9.800000,,14.800000,12.900000,,14.300000,5.600000,5.100000,8.500000,8724
2020/12/29 09:00:00+00,6,7.600000,6.500000,3,10.400000,,13.300000,11.400000,,11.600000,6.900000,9.400000,8.300000,8725
2020/12/29 10:00:00+00,7.800000,7.600000,6.500000,0.400000,11.400000,,17.600000,,,15.500000,7.200000,7.600000,10.800000,8726
2020/12/29 11:00:00+00,9.200000,9.500000,8.600000,2.300000,12.300000,,13.400000,,,17,8.800000,4.500000,10.500000,8727
2020/12/29 12:00:00+00,8.300000,7.400000,5.300000,4,8.400000,,13.200000,,,14.300000,8.100000,4.600000,9.800000,8728
2020/12/29 13:00:00+00,7.200000,6.600000,7.400000,2.800000,7.100000,,9.500000,,,10.900000,5.100000,4.600000,8.800000,8729
2020/12/29 14:00:00+00,4.100000,11.700000,6.400000,2.500000,9,,12.100000,,,10,3.700000,4.100000,6.200000,8730
2020/12/29 15:00:00+00,4.700000,7.700000,6.900000,2.600000,8.300000,,10.600000,,6.200000,13.600000,2.800000,2.600000,3.500000,8731
2020/12/29 16:00:00+00,3,9.100000,4.900000,4.900000,6.600000,,14.300000,,7.900000,11.900000,2.600000,3.600000,2.300000,8732
2020/12/29 17:00:00+00,4.800000,8.400000,5.500000,3.400000,7.400000,,13.400000,,10.600000,13.600000,3.200000,7.100000,9.300000,8733
2020/12/29 18:00:00+00,4.400000,12.500000,4.100000,4.500000,8.100000,,13.100000,,10.400000,11.500000,4.500000,5.900000,8.400000,8734
2020/12/29 19:00:00+00,6.300000,11.400000,4.900000,10,7.100000,,14.800000,,10.500000,17.200000,6.700000,6.600000,6.100000,8735
2020/12/29 20:00:00+00,8.900000,7.500000,7.300000,9.200000,9.300000,,12.500000,,14.300000,12.200000,7.600000,6.300000,10.600000,8736
2020/12/29 21:00:00+00,9.200000,11.100000,8.200000,5.300000,8.200000,,12.700000,,11.200000,13.900000,7.800000,13.400000,8.900000,8737
2020/12/29 22:00:00+00,7.900000,8,8.200000,4.200000,9.900000,,13,,8.900000,8.200000,8.400000,10.600000,12,8738
2020/12/29 23:00:00+00,7.500000,7.500000,4.700000,4.200000,15.400000,,11.400000,,10.700000,13.900000,7.400000,6.400000,8.100000,8739
2020/12/30 00:00:00+00,7.200000,7,9.200000,4.200000,11.900000,,11.100000,,10.700000,8.900000,6.800000,3.100000,6.800000,8740
2020/12/30 01:00:00+00,6.700000,5.600000,12.900000,4.800000,7.800000,,10.300000,,10.600000,11.400000,5.300000,6.100000,8.600000,8741
2020/12/30 02:00:00+00,6,7.600000,8.600000,4,7.100000,,6,,10.800000,8,7.900000,10.500000,9.900000,8742
2020/12/30 03:00:00+00,6.700000,11.500000,7.800000,2.200000,7.600000,,13.100000,,8.800000,13.400000,7.200000,8.900000,6.400000,8743
2020/12/30 04:00:00+00,6.200000,7.900000,9.200000,5.300000,10.200000,,9.700000,,11.300000,14.600000,10.600000,14.100000,7.200000,8744
2020/12/30 05:00:00+00,9.400000,9.500000,8.200000,6.300000,9.600000,,9.400000,,16.300000,19.400000,12.300000,10.900000,9.500000,8745
2020/12/30 06:00:00+00,11.500000,8.600000,7.700000,7.900000,9.100000,,16.300000,,25.200000,20.900000,13.600000,8,12.200000,8746
2020/12/30 07:00:00+00,13.300000,11.300000,12.900000,6.900000,13.100000,,16.600000,,24.300000,22.300000,13,4.800000,16,8747
2020/12/30 08:00:00+00,12.100000,19.800000,13.100000,8.200000,16.400000,,14.600000,,28.100000,24.900000,13.100000,6.500000,10.800000,8748
2020/12/30 09:00:00+00,12,25.300000,12.400000,7.400000,13.500000,,13.400000,,36.100000,19.300000,12.900000,8.400000,10,8749
2020/12/30 10:00:00+00,9.400000,15.200000,8.800000,7.200000,12.400000,,13.200000,,38.200000,13.500000,10.800000,5.800000,11,8750
2020/12/30 11:00:00+00,11.700000,9.600000,11.500000,6.600000,16.800000,,13,,30.700000,25,11,8.300000,11.700000,8751
2020/12/30 12:00:00+00,9.200000,13.100000,8.100000,4.800000,15.900000,,8.900000,,24.800000,14.300000,10,9.700000,7.600000,8752
2020/12/30 13:00:00+00,10.500000,14.700000,11.200000,5.300000,13.400000,,10.200000,,30,12.700000,9.100000,8.400000,8.400000,8753
2020/12/30 14:00:00+00,8.400000,16.200000,8.900000,6.400000,7.500000,5.300000,9.500000,,20.700000,20.600000,6.200000,6.100000,10.100000,8754
2020/12/30 15:00:00+00,6.700000,13.500000,4.600000,5.600000,6.200000,4.600000,13.300000,,14.300000,13.500000,5.400000,9.600000,6.600000,8755
2020/12/30 16:00:00+00,5.900000,9.200000,2.300000,4.600000,4.800000,4.700000,14.600000,,12.800000,13.300000,6.200000,7.800000,6.400000,8756
2020/12/30 17:00:00+00,8.700000,15.200000,7.900000,7,7.600000,7.500000,13.100000,,11.200000,16.300000,7.500000,11,7.800000,8757
2020/12/30 18:00:00+00,9.700000,8.600000,5.500000,7.100000,9,8.100000,16.600000,,13.600000,16,8.500000,10.900000,10.400000,8758
2020/12/30 19:00:00+00,11.300000,9.100000,7.600000,6.600000,13.300000,7,21.600000,,15.800000,19.900000,9.600000,8.500000,14.100000,8759
2020/12/30 20:00:00+00,12.900000,13.300000,8,5.900000,12.500000,6.700000,21.800000,,15.200000,17.900000,8.800000,6.600000,9,8760
2020/12/30 21:00:00+00,13.900000,9.300000,6.700000,5.200000,11.500000,6.900000,13.600000,,18.300000,12.500000,7.700000,4.100000,11.100000,8761
2020/12/30 22:00:00+00,12.200000,6.300000,9,4.500000,10,9.700000,16.100000,,6.700000,7.200000,5.500000,8.500000,8.100000,8762
2020/12/30 23:00:00+00,6.700000,7.300000,4.900000,8.700000,7.100000,7.600000,11.700000,,9.800000,8.700000,3.600000,4.700000,7.400000,8763
2020/12/31 00:00:00+00,5.300000,6,2.200000,7,4.600000,5.700000,8.500000,,6.100000,7.400000,3.400000,0.700000,6.300000,8764
2020/12/31 01:00:00+00,4.700000,4,1.800000,4,5.200000,5,6.800000,,13.900000,6.500000,3.100000,3.400000,6.500000,8765
2020/12/31 02:00:00+00,2.900000,7.100000,0.900000,1.300000,6.800000,3,7.300000,,7.700000,5.600000,2.200000,7.600000,5.700000,8766
2020/12/31 03:00:00+00,4.200000,6.100000,2.900000,1.800000,5.500000,2.500000,11.200000,,5.300000,4.200000,2.100000,4.700000,3.900000,8767
2020/12/31 04:00:00+00,3.900000,3.700000,7.900000,3.700000,4.500000,3.800000,9.100000,,7.500000,3.400000,1.900000,3.600000,3.100000,8768
2020/12/31 05:00:00+00,2.600000,1.800000,3.400000,4.500000,5.600000,1.600000,10.700000,,10.300000,8.500000,2.300000,5,2.900000,8769
2020/12/31 06:00:00+00,3,0.300000,3.900000,2.300000,5.300000,0.100000,10.700000,,6.600000,12.600000,3,2.700000,6.600000,8770
